Username,Tweet,Date,Replies,Retweets,Likes,Bookmarks,Views,Translated_Tweet
@syria_992,#عاجل| تعيين الشيخأسامة الرفاعيمُفتِياً عامّاً للجمهورية العربية السورية#سوريا,2025-03-28T20:46:44,0,0,0,0,55,urgent appointment
@doctoralshhab,"مفتي الجمهورية العربية السورية الشيخأسامة الرفاعيأعضاء المجلس الأعلى للإفتاء
علاء الدين القصير 
خير الله طالب
أنس عيروط
أنس الموسى
إبراهيم شاشو
نعيم عرقسوسي
محمد خير الله الشكري
محمد راتب النابلسي
 عبد الفتاح البزم
وهبي سليمان
مظهر الويس
عبد الرحيم عطون
سهل جنيد
إبراهيم الحسون",2025-03-28T20:45:56,0,0,0,0,226,the grand mufti of the syrian arab republic sheikh osama al rifai members of the supreme council for fatwa aladdin al qusayr good allah a student anas ayrout anas al mousa ibrahim shasho naeem akarousi muhammad khair allah al shukri muhammad ratib al nabulsi abdel fattah al bazm wehbe suleiman the appearance of alois abdul rahim atoun junaid plain ibrahim al hassoun
@Mihyar232,"الشيخأسامة الرفاعيمفتياً عاماً
لـ
الجمهورية العربية السورية#سوريا",2025-03-28T20:46:31,0,0,0,0,55,sheikh al sheikh al rifai in general for syrian arab republicsyria
@mhmdabobakr,"الصحيح

تركيا تعيناسامة الرفاعي",2025-03-28T20:44:45,0,0,0,0,105,correct türkiye is the appointment of al rifai
@ZamoutWisam,"بالأمس اعتدى عليه الشبيحة وكسروا أضلاعه 

اليوم يعود ليصبح المفتي العام للجمهورية العربية السورية ويكسر أضلاع حقدهم .

الشيخأسامة الرفاعينعم الرجل ونعم النصر من رب العالمين#أسامة_الرفاعي",2025-03-28T20:46:29,32,189,2030,44,57881,yesterday the shabiha assaulted him and broke his ribs today he returns to the grand mufti of the syrian arab republic and breaks the ribs of their hatred the sheikh osama al rifain the man and the blessing of victory from the lord of the worldsosama_al up
@FsyH89,والنعم من الشيخاسامة الرفاعيورحم الله اخيه الشيخ سارية الرفاعي,2025-03-28T20:46:25,0,0,11,0,1465,and blessings from the chief of chiefs of chief riffi may god have mercy on his brother sheikh sariya al rifai
@ka_hs1,"تعيين الشيخأسامة الرفاعيالمفتي العام للجمهورية العربية السورية 
 من هو الشيخأسامة الرفاعي؟",2025-03-28T20:46:14,0,0,0,0,125,appointment who is the sheikh osama al rifai
@AlaaAlkhalaf11,الرئيس أحمد الشرع يصادق على قرار تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية,2025-03-28T20:44:06,0,0,0,0,203,president ahmed al sharaa approves the decision to appoint sheikh asama al rifaifa a general general to the syrian arab republic
@musa_asem,"نبارك للشيخ#أسامة_الرفاعيتقلده منصب المفتي العام للجمهورية العربية السورية. 
الأخوة الأحرار العرب الشيخ أسامة من أول من خرج على منابر دمشق يواجه النظام و يطالبه بإيقاف سفك دم الأحرار وفي مثل هذه الأيام المباركة من#رمضانهجمت قطعان الشبيحة عقب ليلة القدر وقاموا بالاعتداء عليه.",2025-03-28T20:44:04,0,0,2,0,273,we congratulate sheikhosama_ al rafaa the position of the grand mufti of the syrian arab republic the free arab brothers sheikh osama from the first to go out on the platforms of damascus face the regime and ask him to stop the blood of the free blood in such a blessed days oframadan the shabiha herds were attacked after the night of power and assaulted it
@free_daraa_,أعضاء مجلس الإفتاء في سوريا برئاسة المفتي العام للجمهورية فضيلة الشيخأسامة الرفاعي,2025-03-28T20:46:21,4,2,31,0,2896,members of the ifta council in syria headed
@RevTamam,"لطالما أحببت هذا الشيخ الجليل منذ الصغر.. هدوء ووقار وحكمة ولا يتكلم إلا بما يُصلح

سمعت مرة منه أن مذهبه في التعامل مع المذاهب المختلفة والمشارب المتنوعة : لا إنكار في الخلافيات 

اللهم وفقه وأعنه في مهمته الجديدة

الشيخأسامة الرفاعيمفتي الجمهورية العربية السورية#سوريا",2025-03-28T20:44:09,10,18,409,4,7622,i have always loved this great sheikh from a young age calmness dignity wisdom i once heard that his doctrine in dealing with different doctrines and various stripes no denial in the disputes oh god jurisprudence and coward him in his new mission sheikh osama al rifaimi the syrian arab republicsyria
@mohsarmini,"القيادة السورية تسلم رئاسة المجلس الأعلى للإفتاء للشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية، وتختار معه أعضاء للمجلس من المرجعيات الشرعية في سوريا وهم:

الشيخ علاء الدين القصير 
د. خير الله طالب 
د. أنس عيروط 
الشيخ أنس الموسى
د. إبراهيم شاشو 
الشيخ نعيم عرقسوسي",2025-03-28T20:43:00,0,0,13,0,1212,the syrian leadership assumes the presidency of the supreme council of ifta for the osama al rifai as general of the syrian arab republic and members of the council choose with it from the legitimate references in syria and they are sheikh aladdin al qusayr d good allah a student d anas ayrout sheikh anas al mousa d ibrahim shasho sheikh naim arkousi
@mahmoodtalha22,خطوة مباركة وفقكم اللهالرئيس#أحمد_الشرعيعين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية#سوريا,2025-03-28T20:43:13,0,3,9,0,301,a blessed step and the presidentahmed_ al shuaayaain sheikhs osama al rifai is a general general for the syrian arab republicsyria
@MehmetAlmulla,"الإعلان عن تشكيل الهيئة العليا للإفتاء في سوريا.

تعيين الشيخأسامة الرفاعيالمفتي العام للجمهورية العربية السورية.

- الجميل  ان هيئة الافتاء لم يتم اختيار أعضاءها من فكر أو تيار محدد#سوريا#دمشق#اللاذقية#مفتي_الجمهورية",2025-03-28T20:44:44,0,0,0,0,107,announcing the formation of the supreme fatwa authority in syria the appointment of sheikhs al rifai the general mufti of the syrian arab republic is appointed the beautiful thing is that the fatwa authority has not been chosen from its members from a specific thought or currentsyriadamascuslatakiamufti of the republic
@syr_television,تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةتقديم: جمال البشاش@jamalhssan9#تلفزيون_سوريا,2025-03-28T20:43:43,0,3,27,0,5363,appointment
@akhbaralyomnews,#أخبار_اليوم|#عاجلالرئيس السوري أحمد الشرع يعلن تعيين الشيخأسامة الرفاعيمفتيا عاما للبلادلآخر الأخبار تابعونا علىhttps://whatsapp.com/channel/0029VaD1JU6G8l5691nODD18…https://t.me/akhbar_alyom,2025-03-28T20:46:34,0,0,8,0,853,todays news syrian president ahmed al sharaa announces the appointment of sheikh osama riffa
@Syrian_News11,"تعيين ""الشيخأسامة الرفاعي""مفتياً عاماً
 -للجمهورية العربية السورية-
واختيار أعضاء المجلس الأعلى
 للإفتاء في قصر الشعب بدمشق.

الصحفي
ثائر العربي",2025-03-28T20:44:56,0,0,0,0,71,the appointment of sheikh osama al rifai is a public mufti the syrian arab republic and the selection of members of the supreme council for the fatwa at the peoples palace in damascus journalist thaer al arabi
@basel_mohamedd,ما اعرفأسامة الرفاعي، لكن لحيته تخوف,2025-03-28T20:42:24,0,0,0,0,51,i dont know osama al rifai but his beard is afraid
@KhalidAlAbadee,تعيين الشيخاسامة الرفاعيالصوفي الأشعري مفتي عام لسوريا,2025-03-28T20:42:56,0,0,0,0,164,the appointment
@activist6681,كانت توقعاتي أن يكون (عبد الرحيم عطون ) هو المفتي لكن تم تعيينأسامة الرفاعيمفتياً وعطون في هيئة الإفتاء.#سوريا,2025-03-28T20:42:37,0,0,14,0,3148,my expectations were that abdul rahim atoun would be the mufti but osama was appointed to the riffa and atoun in the fatwa authoritysyria
@NoOneNONEW,مراسم تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السوريةواختيار أعضاء المجلس الأعلى للإفتاء في قصر الشعب بدمشق.#سوريا#دمشق#مفتي_سوريا,2025-03-28T20:41:34,0,0,0,0,113,the ceremony for the appointment of sheikhsa al rifai as general of the syrian arab republic and the selection of members of the supreme council for fatwa in the peoples palace in damascus
@19Klil,تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية.#عبدالرحمن_السديس#ختمه_الحرم#النصر_الهلال,2025-03-28T20:42:14,0,0,0,0,182,the appointment of sheikh al rifai as general of the syrian arab republic
